Diver,Date,Board,Place,Competitors Count,Final Score,Z-Score,Mean,Standard Deviation
Max Valasek,05-03-2019,CIF Boys  (11 dives),3,27,235.2,1.39,171.52,45.85
Max Valasek,05-03-2019,CIF Boys  (11 dives),4,20,356.65,1.17,294.54,53.09
Max Valasek,05-03-2019,CIF Boys  (11 dives),5,16,498.6,0.92,432.32,72.2
Max Valasek,04-26-2019,16-18 Boys 1m J.O,4,26,440.95,0.83,380.11,73.47
Max Valasek,04-26-2019,16-18 Boys 3m J.O,6,24,456.8,0.64,405.54,79.73
Max Valasek,11-10-2018,16-18 Boys 3m J.O,3,6,429.0,0.19,419.98,46.34
Max Valasek,07-29-2018,16-18 Boys 1m J.O,24,41,405.2,-0.0,405.24,58.47
Max Valasek,07-29-2018,16-18 Boys 3m J.O,25,41,413.05,-0.36,425.85,35.22
Max Valasek,07-29-2018,16-18 Boys Platform J.O,25,25,304.9,-1.7,364.09,34.76
Max Valasek,06-28-2018,16-18 Boys 1m J.O,4,20,461.2,1.01,416.0,44.7
Max Valasek,06-28-2018,16-18 Boys 3m J.O,4,22,491.1,1.03,436.01,53.42
Max Valasek,06-28-2018,16-18 Boys Platform J.O,11,17,352.7,-0.08,357.8,67.73
Max Valasek,06-16-2018,Senior Men 3m,1,2,253.2,0.71,238.52,20.75
Max Valasek,05-18-2018,High School Boys 1m (11 dives),22,27,178.65,-0.77,201.59,29.71
Max Valasek,05-11-2018,CIF Boys  (11 dives),5,33,237.3,1.43,170.87,46.49
Max Valasek,05-11-2018,CIF Boys  (11 dives),4,20,349.65,0.83,302.38,56.69
Max Valasek,05-11-2018,CIF Boys  (11 dives),4,16,504.9,0.74,448.26,76.1
Max Valasek,04-27-2018,16-18 Boys 1m J.O,15,32,382.15,0.27,359.61,84.07
Max Valasek,04-27-2018,16-18 Boys 3m J.O,8,31,457.45,0.71,388.81,96.04
Max Valasek,04-14-2018,16-18 Boys 1m J.O,2,15,458.8,0.78,373.45,109.15
Max Valasek,04-14-2018,16-18 Boys 3m J.O,3,12,471.2,0.76,391.5,104.41
Max Valasek,03-08-2018,16-18 Boys 1m J.O,10,18,401.7,-0.27,417.12,57.62
Max Valasek,03-08-2018,16-18 Boys Platform J.O,8,8,107.8,-2.25,409.28,134.19
Max Valasek,03-08-2018,Challenge All Ages Boys 3m,10,22,275.35,-0.13,282.13,52.62
Max Valasek,03-08-2018,Challenge All Ages Boys 3m,4,4,265.1,-1.18,328.02,53.36
Max Valasek,07-29-2017,16-18 Boys 1m J.O,32,44,384.6,-0.51,404.15,38.16
Max Valasek,07-29-2017,16-18 Boys 3m J.O,15,44,434.85,0.25,421.97,50.71
Max Valasek,07-05-2017,16-18 Boys 1m J.O,12,25,409.85,0.26,396.96,48.66
Max Valasek,07-05-2017,16-18 Boys 3m J.O,8,24,463.65,0.65,421.25,64.86
Max Valasek,04-21-2017,16-18 Boys 1m J.O,1,25,426.3,1.48,333.14,62.97
Max Valasek,04-21-2017,16-18 Boys 3m J.O,9,24,427.25,0.67,367.7,88.25
Max Valasek,04-21-2017,16-18 Boys Platform J.O,5,8,333.2,-0.06,339.47,102.36
Max Valasek,04-01-2017,16-18 Boys 1m J.O,7,16,378.6,0.37,348.98,79.97
Max Valasek,08-01-2016,14-15 Boys 1m  J.O,20,32,295.45,-0.27,306.15,39.87
Max Valasek,08-01-2016,14-15 Boys 3m J.O,15,30,316.1,0.11,312.18,35.13
Max Valasek,08-01-2016,14-15 Boys Platform J.O,16,22,259.95,-0.46,274.12,31.09
Max Valasek,07-07-2016,14-15 Boys 1m  J.O,3,16,338.65,0.88,285.74,59.97
Max Valasek,07-07-2016,14-15 Boys 3m J.O,4,14,358.75,0.75,313.99,59.32
Max Valasek,07-07-2016,14-15 Boys Platform J.O,7,7,262.3,-1.11,303.14,36.82
Max Valasek,04-29-2016,14-15 Boys 1m  J.O,6,13,304.65,0.35,288.11,46.73
Max Valasek,04-29-2016,14-15 Boys 3m J.O,7,10,302.5,-0.54,329.77,50.74
Max Valasek,08-01-2015,14-15 Boys 1m  J.O,35,42,255.15,-0.98,283.83,29.15
Max Valasek,08-01-2015,14-15 Boys 3m J.O,23,39,313.0,0.08,310.25,35.21
Max Valasek,08-01-2015,14-15 Boys Platform J.O,16,26,255.05,-0.08,258.39,40.2
Max Valasek,06-11-2015,14-15 Boys 1m  J.O,9,20,282.1,-0.04,284.19,49.74
Max Valasek,06-11-2015,14-15 Boys 3m J.O,8,17,317.05,0.2,305.77,56.22
Max Valasek,06-11-2015,14-15 Boys Platform J.O,5,16,293.9,0.73,253.32,55.58
Max Valasek,05-02-2015,14-15 Boys 1m  J.O,7,14,284.95,-0.19,294.49,49.88
Max Valasek,05-02-2015,14-15 Boys 3m J.O,10,13,307.7,-0.41,331.93,58.86
Max Valasek,03-27-2015,14-15 Boys 1m  J.O,4,11,290.6,0.12,284.08,54.84
Max Valasek,03-27-2015,14-15 Boys 3m J.O,5,8,310.15,-0.42,336.89,63.35
Max Valasek,03-27-2015,14-15 Boys Platform J.O,5,7,242.85,-0.43,262.59,45.83
Max Valasek,12-05-2014,12-13 Boys 1m J.O,1,11,270.0,1.38,220.29,35.92
Max Valasek,12-05-2014,12-13 Boys 3m J.O,1,9,276.1,1.18,242.18,28.79
Max Valasek,12-05-2014,12-13 Boys Platform J.O,3,5,251.0,-0.18,255.42,24.49
Max Valasek,08-04-2014,12-13 Boys 1m J.O,19,33,253.6,-0.11,257.16,32.65
Max Valasek,08-04-2014,12-13 Boys 3m J.O,11,34,274.4,0.09,270.74,41.57
Max Valasek,08-04-2014,12-13 Boys 3m J.O,12,12,278.6,-1.05,320.99,40.34
Max Valasek,08-04-2014,12-13 Boys Platform J.O,7,30,261.5,0.55,239.79,39.49
Max Valasek,08-04-2014,12-13 Boys Platform J.O,6,12,266.6,-0.32,279.21,39.08
Max Valasek,07-10-2014,12-13 Boys 1m J.O,4,24,246.0,1.09,207.29,35.62
Max Valasek,07-10-2014,12-13 Boys 3m J.O,3,22,276.7,1.15,230.21,40.51
Max Valasek,07-10-2014,12-13 Boys Platform J.O,5,13,239.0,0.69,213.16,37.54
Max Valasek,06-13-2014,12-13 Boys 1m J.O,4,18,249.05,1.09,213.17,32.9
Max Valasek,06-13-2014,12-13 Boys 3m J.O,1,15,306.85,1.94,223.45,42.96
Max Valasek,04-25-2014,12-13 Boys 1m J.O,7,25,247.5,0.81,226.24,26.18
Max Valasek,04-25-2014,12-13 Boys 3m J.O,5,23,274.4,1.09,244.21,27.58
Max Valasek,03-07-2014,12-13 Boys 1m J.O,2,9,239.3,0.81,223.89,19.0
Max Valasek,03-07-2014,12-13 Boys 3m J.O,3,10,275.75,0.82,234.49,50.46
Max Valasek,02-15-2014,12-13 Boys 1m J.O,5,10,241.6,0.6,220.41,35.57
Max Valasek,02-15-2014,12-13 Boys 3m J.O,3,11,247.9,0.96,217.02,32.21
Max Valasek,12-13-2013,12-13 Boys 1m J.O,2,9,239.4,0.46,218.22,46.01
Max Valasek,12-13-2013,12-13 Boys 3m J.O,3,9,261.15,0.35,241.48,56.82
Max Valasek,12-13-2013,12-13 Boys Platform J.O,4,7,202.95,-0.12,210.47,63.13
Max Valasek,07-31-2013,12-13 Boys 3m J.O,4,22,262.05,0.94,232.7,31.32
Max Valasek,07-31-2013,12-13 Boys 3m J.O,8,12,258.15,-0.23,264.1,26.31
Max Valasek,07-31-2013,12-13 Boys Platform J.O,2,14,250.55,1.53,206.38,28.92
Max Valasek,07-31-2013,12-13 Boys Platform J.O,3,12,257.35,1.29,216.89,31.31
Max Valasek,07-11-2013,12-13 Boys 1m J.O,16,28,217.5,-0.32,230.42,39.76
Max Valasek,07-11-2013,12-13 Boys 3m J.O,12,27,247.2,0.31,231.17,51.11
Max Valasek,07-11-2013,12-13 Boys Platform J.O,9,17,221.95,-0.13,227.4,43.32
Max Valasek,06-07-2013,12-13 Boys 1m J.O,7,19,231.3,0.69,199.16,46.79
Max Valasek,06-07-2013,12-13 Boys 3m J.O,7,16,236.75,0.21,226.96,46.76
Max Valasek,05-24-2013,12-13 Boys 1m J.O,5,13,196.2,0.37,183.37,34.81
Max Valasek,05-24-2013,12-13 Boys 3m J.O,6,11,202.2,-0.55,230.26,50.74
Max Valasek,05-24-2013,12-13 Boys Platform J.O,2,6,215.75,0.31,204.65,35.46
Max Valasek,03-16-2013,12-13 Boys 1m J.O,10,21,199.6,0.02,199.0,35.87
Max Valasek,03-16-2013,12-13 Boys 3m J.O,15,20,165.25,-0.83,207.11,50.18
Max Valasek,08-01-2012,11 & Under Boys 1m J.O,13,25,154.55,-0.13,157.63,23.79
Max Valasek,08-01-2012,11 & Under Boys 3m J.O,12,21,150.5,-0.17,153.74,18.91
Max Valasek,08-01-2012,11 & Under Boys 3m J.O,8,12,164.95,-0.54,175.03,18.53
Max Valasek,08-01-2012,11 & Under Boys Platform J.O,2,7,146.1,0.87,125.03,24.33
Max Valasek,08-01-2012,11 & Under Boys Platform J.O,2,7,157.1,0.83,133.03,29.05
Max Valasek,07-12-2012,11 & Under Boys 1m J.O,16,23,124.65,-0.42,138.01,31.94
Max Valasek,07-12-2012,11 & Under Boys 3m J.O,15,20,138.05,-0.51,154.74,33.04
Max Valasek,07-12-2012,11 & Under Boys Platform J.O,8,14,119.05,-0.05,120.88,35.36
Max Valasek,06-08-2012,11 & Under Boys 1m J.O,5,20,171.65,0.7,146.72,35.83
Max Valasek,06-08-2012,11 & Under Boys 3m J.O,3,14,183.15,0.88,148.21,39.61
Max Valasek,01-28-2012,11 & Under Boys 1m J.O,6,6,138.0,-1.08,156.3,16.98
Max Valasek,01-28-2012,11 & Under Boys 3m J.O,2,7,157.85,0.76,147.79,13.27
Max Valasek,07-07-2011,11 & Under Boys 1m J.O,15,16,126.5,-1.44,171.65,31.35
Max Valasek,06-17-2011,11 & Under Boys 1m J.O,13,23,129.25,-0.32,144.86,48.88
